Date,Description,Amount,Category
2025-12-11,SWIGGYPAY-27206,127,Food
2025-12-11,Blinkit Grocer-16090,204,Food
2025-12-11,SWIGGYPAY-36629,100,Food
2025-12-11,Pharmacy Purchase-3553,241,Health
2025-12-11,Metro Card-98029,81,Transport
2025-12-11,Fuel Station-47370,107,Transport
2025-12-11,Fuel Station-25049,113,Transport
2025-12-11,Broadband Bill-17313,113,Utilities
2025-12-12,Netflix Renewal,649,Entertainment
2025-12-12,Spotify Subscription-94215,243,Entertainment
2025-12-12,Pharmacy Purchase-88732,197,Health
2025-12-12,Ola Cab-56670,26,Transport
2025-12-12,Electricity Bill-40591,277,Utilities
2025-12-13,UPI-ZOMATO-53811,95,Food
2025-12-13,SWIGGYPAY-21115,147,Food
2025-12-13,Blinkit Grocer-7759,82,Food
2025-12-13,Blinkit Grocer-44319,167,Food
2025-12-13,Blinkit Grocer-83616,257,Food
2025-12-13,UPI-ZOMATO-17889,171,Food
2025-12-13,Uber Ride-71838,29,Transport
2025-12-13,Water Utility-74533,202,Utilities
2025-12-14,Netflix Renewal-35477,163,Entertainment
2025-12-14,UPI-ZOMATO-93278,168,Food
2025-12-14,SWIGGYPAY-72754,200,Food
2025-12-14,SWIGGYPAY-94482,177,Food
2025-12-14,SWIGGYPAY-88379,81,Food
2025-12-14,Clinic Visit-37337,493,Health
2025-12-14,AMAZONINDIA-PAY-33648,595,Shopping
2025-12-14,Uber Ride-30741,54,Transport
2025-12-14,Uber Ride-23415,102,Transport
2025-12-14,Ola Cab-45635,47,Transport
2025-12-14,Ola Cab-56185,42,Transport
2025-12-14,Metro Card-7866,42,Transport
2025-12-14,Metro Card-33598,159,Transport
2025-12-15,SWIGGYPAY-73018,95,Food
2025-12-15,Cafe Receipt-30409,28,Food
2025-12-15,Cafe Receipt-60922,210,Food
2025-12-15,UPI-ZOMATO-55993,72,Food
2025-12-15,Myntra Store-56936,404,Shopping
2025-12-15,Uber Ride-38226,31,Transport
2025-12-15,Fuel Station-90957,101,Transport
2025-12-16,Tuition Payment-49336,459,Education
2025-12-16,SWIGGYPAY-24716,54,Food
2025-12-16,Cafe Receipt-18528,179,Food
2025-12-16,UPI-ZOMATO-63315,43,Food
2025-12-16,SWIGGYPAY-45360,71,Food
2025-12-16,Blinkit Grocer-25446,91,Food
2025-12-16,SWIGGYPAY-4275,165,Food
2025-12-16,Cafe Receipt-62399,108,Food
2025-12-16,Cafe Receipt-55548,77,Food
2025-12-16,Cafe Receipt-89848,201,Food
2025-12-16,SWIGGYPAY-3446,126,Food
2025-12-16,Fuel Station-69030,39,Transport
2025-12-16,Uber Ride-9450,66,Transport
2025-12-16,Uber Ride-65697,103,Transport
2025-12-16,Uber Ride-15158,26,Transport
2025-12-16,Uber Ride-56829,160,Transport
2025-12-17,Cafe Receipt-20053,136,Food
2025-12-17,SWIGGYPAY-47042,153,Food
2025-12-17,Blinkit Grocer-58973,203,Food
2025-12-17,Cafe Receipt-54121,158,Food
2025-12-17,Cafe Receipt-78283,215,Food
2025-12-17,Ola Cab-35192,81,Transport
2025-12-18,Blinkit Grocer-40515,155,Food
2025-12-18,SWIGGYPAY-58020,161,Food
2025-12-18,SWIGGYPAY-30744,187,Food
2025-12-18,Blinkit Grocer-88058,105,Food
2025-12-18,Blinkit Grocer-44560,76,Food
2025-12-18,AMAZONINDIA-PAY-70441,402,Shopping
2025-12-18,Fuel Station-4404,92,Transport
2025-12-18,Ola Cab-14370,137,Transport
2025-12-18,Fuel Station-71276,59,Transport
2025-12-18,Metro Card-72425,156,Transport
2025-12-18,Ola Cab-44010,25,Transport
2025-12-18,Uber Ride-7198,161,Transport
2025-12-19,SWIGGYPAY-88000,77,Food
2025-12-19,Blinkit Grocer-43449,104,Food
2025-12-19,Cafe Receipt-75762,159,Food
2025-12-19,UPI-ZOMATO-3801,215,Food
2025-12-19,Metro Card-62946,71,Transport
2025-12-20,Cafe Receipt-70999,198,Food
2025-12-20,Blinkit Grocer-60954,52,Food
2025-12-20,Blinkit Grocer-97701,108,Food
2025-12-20,SWIGGYPAY-4816,185,Food
2025-12-20,Blinkit Grocer-42999,211,Food
2025-12-20,Blinkit Grocer-30286,226,Food
2025-12-20,SWIGGYPAY-7784,120,Food
2025-12-20,UPI-ZOMATO-85178,217,Food
2025-12-20,Cafe Receipt-99709,230,Food
2025-12-20,Blinkit Grocer-41150,173,Food
2025-12-20,Pharmacy Purchase-64778,636,Health
2025-12-20,Fuel Station-38764,108,Transport
2025-12-20,Ola Cab-5563,100,Transport
2025-12-21,Netflix Renewal-40485,187,Entertainment
2025-12-21,Blinkit Grocer-13880,43,Food
2025-12-21,SWIGGYPAY-98450,261,Food
2025-12-21,Blinkit Grocer-4194,40,Food
2025-12-21,UPI-ZOMATO-33942,31,Food
2025-12-21,Cafe Receipt-50012,186,Food
2025-12-21,Ola Cab-79508,22,Transport
2025-12-21,Fuel Station-33669,82,Transport
2025-12-21,Ola Cab-26585,152,Transport
2025-12-22,SWIGGYPAY-17596,169,Food
2025-12-22,Blinkit Grocer-32908,167,Food
2025-12-22,Cafe Receipt-52843,43,Food
2025-12-22,Blinkit Grocer-73868,54,Food
2025-12-22,Blinkit Grocer-2789,209,Food
2025-12-22,SWIGGYPAY-61162,141,Food
2025-12-22,Blinkit Grocer-39678,95,Food
2025-12-22,Cafe Receipt-12225,62,Food
2025-12-22,Clinic Visit-29024,490,Health
2025-12-22,Metro Card-28613,60,Transport
2025-12-23,Cafe Receipt-39827,87,Food
2025-12-23,SWIGGYPAY-54211,216,Food
2025-12-23,UPI-ZOMATO-29052,147,Food
2025-12-23,Cafe Receipt-24206,211,Food
2025-12-23,UPI-ZOMATO-81750,123,Food
2025-12-23,SWIGGYPAY-6973,207,Food
2025-12-23,Metro Card-31079,31,Transport
2025-12-23,Fuel Station-66361,140,Transport
2025-12-24,SWIGGYPAY-39045,112,Food
2025-12-24,UPI-ZOMATO-90534,82,Food
2025-12-24,SWIGGYPAY-30831,26,Food
2025-12-24,Blinkit Grocer-54713,103,Food
2025-12-24,SWIGGYPAY-6470,167,Food
2025-12-24,SWIGGYPAY-40399,85,Food
2025-12-24,UPI-ZOMATO-61973,31,Food
2025-12-24,UPI-ZOMATO-60746,122,Food
2025-12-24,Flipkart Order-4573,79,Shopping
2025-12-24,Fuel Station-15736,112,Transport
2025-12-25,UPI-ZOMATO-77191,206,Food
2025-12-25,Cafe Receipt-20881,208,Food
2025-12-25,Blinkit Grocer-8006,49,Food
2025-12-25,Blinkit Grocer-49096,71,Food
2025-12-25,SWIGGYPAY-81793,168,Food
2025-12-25,UPI-ZOMATO-14885,110,Food
2025-12-25,SWIGGYPAY-75029,206,Food
2025-12-25,Clinic Visit-31715,250,Health
2025-12-25,Fuel Station-53600,75,Transport
2025-12-25,Ola Cab-58709,173,Transport
2025-12-25,Uber Ride-83538,148,Transport
2025-12-25,Fuel Station-70519,152,Transport
2025-12-25,Uber Ride-20831,62,Transport
2025-12-26,Cafe Receipt-19768,209,Food
2025-12-26,Blinkit Grocer-55479,105,Food
2025-12-26,Blinkit Grocer-51789,98,Food
2025-12-26,UPI-ZOMATO-24736,103,Food
2025-12-26,Cafe Receipt-56172,79,Food
2025-12-26,Pharmacy Purchase-20238,187,Health
2025-12-26,Metro Card-95270,61,Transport
2025-12-26,Fuel Station-83066,157,Transport
2025-12-26,Electricity Bill-21526,165,Utilities
2025-12-27,UPI-ZOMATO-95250,113,Food
2025-12-27,Cafe Receipt-58950,217,Food
2025-12-27,SWIGGYPAY-90016,107,Food
2025-12-27,SWIGGYPAY-92183,275,Food
2025-12-27,Cafe Receipt-92973,203,Food
2025-12-27,Cafe Receipt-25171,106,Food
2025-12-27,Ola Cab-89308,115,Transport
2025-12-28,Cafe Receipt-67945,98,Food
2025-12-28,UPI-ZOMATO-44968,252,Food
2025-12-28,UPI-ZOMATO-52157,156,Food
2025-12-28,SWIGGYPAY-73720,152,Food
2025-12-28,UPI-ZOMATO-66394,130,Food
2025-12-28,Pharmacy Purchase-63194,516,Health
2025-12-28,Fuel Station-46461,167,Transport
2025-12-28,Uber Ride-21207,124,Transport
2025-12-29,Spotify Subscription-54085,159,Entertainment
2025-12-29,Cafe Receipt-38677,153,Food
2025-12-29,Blinkit Grocer-93972,87,Food
2025-12-29,SWIGGYPAY-72795,120,Food
2025-12-29,UPI-ZOMATO-54547,126,Food
2025-12-29,SWIGGYPAY-41708,204,Food
2025-12-29,UPI-ZOMATO-10691,205,Food
2025-12-30,Cafe Receipt-73018,211,Food
2025-12-30,UPI-ZOMATO-18653,173,Food
2025-12-30,Uber Ride-87469,83,Transport
2025-12-30,Uber Ride-86009,123,Transport
2025-12-30,Uber Ride-82369,118,Transport
2025-12-31,Online Course-56722,220,Education
2025-12-31,SWIGGYPAY-54704,175,Food
2025-12-31,UPI-ZOMATO-30014,206,Food
2025-12-31,Fitness Renewal-27968,651,Health
2025-12-31,Metro Card-38119,61,Transport
2025-12-31,Uber Ride-30770,33,Transport
2025-12-31,Electricity Bill-10615,269,Utilities
2025-12-31,Electricity Bill-61938,294,Utilities
